"id","slug","title","subTitle","tags","status","best_teams","names_combined"
"33226",dsir-1129-prime,DSIR-1129 Ames Competition,"Using the Ames Kaggle data, build your best Linear Regression Model",No_Tags,completed,"1189059,1328185,1057275,381412,841938","Inoichan, takuoko, Darek Kłeczek, Felipe Bivort Haiek, tascj"
"33244",evgezoh,Evgezoh,description,No_Tags,completed,"4712534,698363,812001,381412,534152","Nischay Dhankhar, MPWARE, sheep, Selim Seferbekov, tascj"
"33250",hnbci2022,海南脑机接口竞赛,脑电解码算法研究,No_Tags,completed,"282250,6388,812001,75976,2545270","CPMP, tereka, Kohei, nvnn, sheep"
"33349","11-785-s22-hw1p2",Frame-Level Speech Recognition,"11-785, Spring 2022, Homework 1 Part 2 (hw1p2)",No_Tags,completed,"10059922,4778191,3047669,42245,7916168","gezi, ToriTori, Hiro_Oza, Yusuke Ma, room_208"
"33352","11-785-s22-hw3p2",Automatic Speech Recognition (ASR),"11-785, Spring 2022, Homework 3 Part 2 (hw3p2)",No_Tags,completed,"471945,75976,54836,37166,1424766","Ahmet Erdem, Giba, Psi, CPMP, Dieter"
"33353","11-785-s22-hw4p2",Attention-Based Speech Recognition,"11-785, Spring 2022, Homework 4 Part 2 (hw4p2)",No_Tags,completed,"9477635,3012786,9530921,9667923,9479061","Marília Prata, Shruti Nair, Tianye Song, Vladyslav Oleksenko, Ravi Patel"
"33367",myteam,my_team,my_team,No_Tags,completed,"304806,2852238,4712534,443651,2545270","Nischay Dhankhar, Amed, nvnn, Gilles Vandewiele, Myles O'Neill"
"33418",up-data-practicum-ii-202122-football,UP - Data Practicum II 2021/22: Football,Predict the outcome of football matches,No_Tags,completed,"1069377,5568744,8899439,3843588,4241674","yamash, Ethan, Rib~, Koo, hyd"
"33400",breastcancer,Breast Cancer - Beginners ML,Beginners hands-on experience with ML basics,No_Tags,completed,"8596096,8474996,2909490,4212496,2178855","Artem Toporov, Kolya Forrat, Carno Zhao, Thu Nguyen, Sarthak Vaswani"
"33501",tweet-mental-health-classification,Tweet Mental Health Classification,Build Models to classify tweets to determine mental health,No_Tags,completed,"1036830,1264580,64626,795565,111640","Shai, Μαριος Μιχαηλιδης KazAnova, Mike Kim, khyeh, Trushant Kalyanpur"
"33431",itmo-csr-identification-2021-2-flat-price,ITMO Flat price prediction 2021,Small contest part of the Identification course (ITMO University),No_Tags,completed,"2485126,7116152,7116104,150865,3903111","Branden Murray, songwonmin, Baranov Vitaly, Evgeniya Sevasteeva, Kami Starc"
"33607",nbme-score-clinical-patient-notes,NBME - Score Clinical Patient Notes,Identify Key Phrases in Patient Notes from Medical Licensing Exams,"education, medicine, nlp, text",completed,"4712534,1245811,1143081,4387910,3431695","Nischay Dhankhar, rokiso, imori, Moriya, hiroshi335"
"33506","2022-rcv-winter-urp","2022-RCV-Winter-URP",CNN model을 이용한 Image Classification,No_Tags,completed,"5250280,1644413,2596066,1478649,421965","datasaurus, Isamu, Ioannis M, Richard Xing, odede"
"33630",kick-off,Kick-off 2022,Shaastra 2022 ML Hackathon - Find out the commercially most valued player.,No_Tags,completed,"684758,5472400,1945452,1117237,2456737","Tian, Zekun, xsong2020, Matthew Wu, hide on bread"
"33647",ustc-geo-ai21-12,Final Project Of ustc-geo-ai21-12,Final Project Of ustc-geo-ai21-12,No_Tags,completed,"2133818,2144394,315487,317344,4760409","ONODERA, nagiss, sakami, Gaurav Dutta, fugusuki"
"33580",mlimperial2022-predict-the-house-price,ml@imperial2022. Predict the house price,First Challenge/homework for ml@imperial. Predict the price of the house,No_Tags,completed,"9565808,8885717,4760409,9546152,3802190","Devashree Madhugiri, Gaurav Dutta, Conor Martin, Jonathon Zuniga, Moises Coronado"
"33567",life-insurance-dataset,Life Insurance dataset,making it easy to buy life insurance,No_Tags,completed,"1649622,4760409,2034058,1197187,2126325","Mobassir, ratan rohith, ktr, Egor Trushin, Gaurav Dutta"
"33656",catalanmushrooms,Predicting poisonous and non poisonous mushrooms,Using mushroom image attributes to predict poisonous mushrooms,No_Tags,completed,"1690820,7282657,813080,18463,4760409","Mathurin Aché, Volodymyr, Vladimir Slaykovskiy, Gaurav Dutta, Hadycha"
"33665",lhd-build-2022,Local Hack Day Build: Build a ML Web App,Use recent real estate sales data to predict house prices!,No_Tags,completed,"1695531,1146523,3133516,623370,1403936","Y.Nakama, Takoi, kurupical, charmq, hakubishin3"
"34024",nytfug,ML Olympiad - NYTFUG,Sky Survey #MLOlympiad,No_Tags,completed,"3982638,4954679,2596066,2275947,54836","Dracarys, Giba, Yousef Rabi, Ioannis M, Mithil Salunkhe"
"33904",hw1-cifar-10-competitioncs189sp22,HW1 CIFAR-10 Competition,"CS189 Spring 2022, CIFAR-10 Kaggle Competition HW1",No_Tags,completed,"6149803,7931452,8203213,10386118,7738391","Zhenyu Xie, zhuyu2, Wang Yan, keling sun, Rita Van"
"34017",ucsb-cs165b-winter-2022-machine-homework-3,UCSB CS165B Winter 2022 Machine Homework 3,CS165B HW3,No_Tags,completed,"991320,4760409,1394009,1516970,373959","DrHB, Tensor Girl, Gleb, Gaurav Dutta, Sergey Stepanov"
"34097",qualityeducation,ML Olympiad - QUALITY EDUCATION,ML Olympiad – Previsão das notas da prova do ENEM,No_Tags,completed,"3537715,260287,1265131,4721461,6090159","NikhilMishra, Mohsin hasan, schulta, Satoshi_SsSs, shigeria"
"34166",cs-444-assignment-1-softmax,CS 444 Assignment 1-Softmax,Softmax Portion of Assignment 1 on Fasion-MNIST Dataset,No_Tags,completed,"5061974,9660440,2706866,4760409,2514988","Gunes Evitan, Gaurav Dutta, Liana Koleva, Amrith27, Anil Ozturk"
"34179",tsa-classification,ML Olympiad - TSA Classification,Les participants devront developper  un modèle de classification pour identifier les troubles autistiques précoces,No_Tags,completed,"1435684,2647898,681389,1036830,3350264","Yoshihiro Nishizono, Muhammad Ahmed, Max Jeblick, Trushant Kalyanpur, HarshitMehta"
"34068",gdsc-nsut-recruitment,GDSC NSUT Recruitment,Top 10 teams will be recruited in google developer student club,No_Tags,completed,"1212661,4894234,6693435,18463,623370","Mathurin Aché, Takoi, Iafoss, Sanskar Hasija, Unal KOROGLU"
"34198",pti-hack,PTI Hack,Data science hackathon hosted by Institute of Physics and Technology KPI,No_Tags,completed,"7501080,7458918,7439259,8554004,7780743","Gaurang Thakur, Umang1518, Nidhi Shrivastava, Tanay Gada, Pranshu Pandya"
"34034",aist4010-spring2022-a1,Aist4010-Spring2022-A1,Assignment-1 Kaggle Part,No_Tags,completed,"2663106,8572372,9181800,9497792,9959176","Tim Riggins, polaris, Dummy, RC 2, LiJingAmber"
"34226",hckt03-time-series-forecasting,HCKT03 - Time Series Forecasting,In this hackathon you’ll get to test your multistep time series forecasting skills with exogenous data!,No_Tags,completed,"5472400,2456737,1794509,3310549,1945452","Suman Sahoo, Harshit Sheoran, Zekun, Matthew Wu, hide on bread"
"34270",diamantesthebridge,Diamantes The Bridge,Prediccion precio de diamantes,No_Tags,completed,"991320,4760409,1212661,6674022,769452","Gabriel Preda, DrHB, Iafoss, CroDoc, Gaurav Dutta"
"34229",iit-g-hackathon,IIT-G-Hackathon,One hour community hackathon,No_Tags,completed,"7473170,7411038,8282926,7433364,8096091","Gowri Shankar Penugonda, Suryansh Shrivastava, Amish9, Harsh Kumar, Bhavik Chandna"
"34349",jpx-tokyo-stock-exchange-prediction,JPX Tokyo Stock Exchange Prediction,Explore the Tokyo market with your data science skills,"finance, tabular",completed,"4760409,1441782,1625743,5737238,10171","kambehmw, dynamic24, Sceue, A.Sato, Gaurav Dutta"
"34342",hw3-spam-competition-cs189sp22,HW3 SPAM Competition,"CS189 Spring22, HW3 SPAM Competition Submission Kaggle",No_Tags,completed,"4760409,9509069,9516824,4370857,2663106","Tim Riggins, Gaurav Dutta, BoyuanDeng2001, Donald Trump, Philip J"
"34290",goormtextclassificationproject2,Text Classification,Deep Learning Model for Text Classification,No_Tags,completed,"1309656,3474172,3487556,1302247,1738095","Wei Hao Khoong, PAB97, Hongnan G, sahib singh, Yingnan Lyu"
"34542",womens-march-mania-2022,March Machine Learning Mania 2022 - Women's,Predict the 2022 College Women's Basketball Tournament,"basketball, sports",completed,"8899439,5568744,5834823,1069377,54836","Giba, yamash, Ethan, qyxs, hyd"
"34419",kore-2022,Kore 2022,Use a fleet of spaceships to mine minerals before your opponents,No_Tags,completed,"5452590,847605,54836,1984530,85156","Giba, dott, Oct0pus, Vincent Roseberry, Kerri"
"34524",cs-444-assignment-2-3-layer-nn-sgd,CS 444 Assignment 2-3 layer NN SGD,SGD Portion for 3 Layer NN in Assignment 2,No_Tags,completed,"2823256,5752077,2673320,5597132,6069891","Trevor Moyer, Anand Sunderrajan, Gargi Balasubramaniam, Yash Yamsanwar, Yunxiao Song"
"34523",cs-444-assignment-2-2-layer-nn-sgd,CS 444 Assignment 2-2 layer NN SGD,SGD Portion for 2 Layer NN in Assignment 2,No_Tags,completed,"9190928,5811715,2861909,9660334,5071630","Yuxin Wang, Churan He, Brooke Wang, Taige Zhang, Chirag Ranjan"
"34407",ap-2022q1,Exámen 2 - Análisis Predictivo 2022Q1,Competencia para el exámen 2 de Análisis Predictivo 2022 1er Cuatrimestre,No_Tags,completed,"2852238,1498852,2062758,6674022,3612572","Theo Viel, Amed, kkiller, Loulou, CroDoc"
"34337",cive6358-a2-two-layer-sigmoid,Two layer Sigmoid,CIVE 6358-Assignment 2: two-layer neural network with Sigmoid activation,No_Tags,completed,"4760409,3823514,9616570,9766770,3367050","Leonie, Gaurav Dutta, vandan pandya, Ramagiri Poojith, Harshitha Perukari"
"34308",dsr-b29-minicomp,DSR-B29-MiniComp,This mini competition is adapted from the Kaggle Rossman challenge.,No_Tags,completed,"6674022,18463,596499,11570669,178864","Mathurin Aché, Yury Kashnitsky, vecxoz, CroDoc, Muhammad Faisal Ali"
"34547",hubmap-organ-segmentation,HuBMAP + HPA - Hacking the Human Body,Segment multi-organ functional tissue units,"biology, computer vision, image",completed,"1393170,4020177,2062758,1501167,381412","Theo Viel, Kɔuq Wang, DungNB, tascj, Zhenghan Chen"
"34600",classification-of-short-noisy-audio-speech,TV Neuro Technologies Задача 4,Обучите нейросеть и получите лучший accuracy классификации зашумленных коротких записей речи на десять классов,No_Tags,completed,"3974868,421965,471945,1562115,4804850","Ahmet Erdem, datasaurus, Wojtek Rosa, Alvor, Remek Kinas"
"34636",sentiment-analysis-2022-test,Sentiment Analysis 2022 Test,This competition is designed for Data Science Students at #### Jordan. It is about Sentiment Analysis.,No_Tags,completed,"1562115,75976,1424766,471945,37166","Ahmet Erdem, Psi, CPMP, Dieter, Alvor"
"34574",california-house-prices22,California house prices'22,Build a linear regression model to predict house prices,No_Tags,completed,"8739243,6748518,6749520,6749519,6715361","Samuel Cortinhas, Maryam Listopad, Darya Filippova, Ilya Razuvaev, Anna Dementeva"
"34683",predict-potential-spammers-on-fiverr,Predict Potential Spammers on Fiverr,Look at the steps a new user takes on Fiverr and predict which will become spammers,No_Tags,completed,"494641,18463,4956172,4532717,3360349","Mathurin Aché, Alin Cijov, Ming Fong, narsil (jobs-in-data.com), Sash"
"34834",ee596-flower-classification-deep-neural-networks,Flower Classification using Deep Neural Networks,Programming Assignment 5 - Flower Classification using CNN,No_Tags,completed,"1238483,48625,1723677,795565,1368780","Shai, Chris Deotte, cooleel, mlandry, KKY"
"34786",kaggle-practice-basic,Kaggle practice basic,practice kaggle by Basic MLP data,No_Tags,completed,"3823514,4712816,4724225,4803558,1506047","Jonathan Bown, Leonie, salmon salmon, Pinkky, Kream Tonaf"
"34570",ml2022spring-hw3,[Deleted Competition],Redirect to https://www.kaggle.com/c/ml2022spring-hw3b,No_Tags,completed,"6674022,623370,4712534,617508,727004","tarobxl, Nischay Dhankhar, Takoi, Andrew Lukyanenko, CroDoc"
"34785",hw4-wine-competition-cs189sp22,Wine Test 1,Test Wine,No_Tags,completed,"10607629,9323405,4020177,10928011,9038263","Zhenghan Chen, royersha, Thunder9696, Chappie Xu, Jiemin Ren"
"34686",hydraulic-cross-section-2022,OLD USELESS,Nothing,No_Tags,completed,"5168115,2545270,825927,448347,812001","sin, Qishen Ha, ( ͡° ͜ʖ ͡°), nvnn, sheep"
"34886",co2-emissions,Co2 emissions,short description,No_Tags,completed,"5256933,4462565,1822542,9494633,14547994","Oscar Aguilar, Onur koç, Tensor Boy, bogoconic1, Niveditha Vudayagiri"
"34713",csu-ai-inclass-nlp,CSU-AI-InClass-NLP,"Central South University, Intelligent Science and technology, experiments in natural language processing: segmentation.",No_Tags,completed,"1069377,54836,8305527,3843588,5834823","Giba, Ethan, qyxs, Rib~, Hiiragi Sakuya"
"34899","11775-s22-hw3",HW3: Multimodal Fusion for MED,"CMU 11-775 Large Scale Multimedia Analysis, HW3 Evaluation",No_Tags,completed,"7957168,7948826,10239681,7956070,8381513","kitty_lina, TTTY, Max_well_//Laryyy//, sam_the_rice_cake, Allen"
"34903",uiuc-cs444-sp22-mp3-multi-label-classification,UIUC CS444 SP22 MP3 Multi-label classification,"Leaderboard is reporting (1-mAP), the lower the better!",No_Tags,completed,"6795640,6792682,4777675,6794730,3778885","Junhyeong Cho, Yihong Jian, Yi-Chia Chang, Yufei Wang, Sanjana Sarkar"
"35004",sznlpassessment2022advanced,数智NLP组2022第一阶段考核进阶,参加GDUT数智NLP的成员手写简单机器学习并且进行模型检验和测试,No_Tags,completed,"999843,3528795,8492969,5531042,5567620","Mingjie Wang, Leo Lu, yanqiangmiffy, Chen Weizheng, wagege"
"34930",tjml-2021-2022-cnn-competition,TJML 2021-2022 CNN Competition,Identify key parts of a face,No_Tags,completed,"1478649,4760409,5065877,4804850,1760696","Isamu, Vladislav Ostankovich, Igor Lashkov, Remek Kinas, Gaurav Dutta"
"35126",hw5-titantic-competition-cs189sp22,HW5 Titantic Competition,CS189-Spring2022 Titantic Competition,No_Tags,completed,"7296821,3924325,1314380,8273630,18463","Mathurin Aché, Kirderf, andrewyjn, Ravi Ramakrishnan, Paul Mooney"
"35291",denoising-shabby,Test Competition,Here is the link to the new and improved competition: www.kaggle.com/competitions/denoising-shabby-pages,No_Tags,completed,"4470174,1212661,1192776,534152,991320","realsleim, YuryBolkonsky, DrHB, Iafoss, Selim Seferbekov"
"35136",temporun-retrieval-of-song-lyrics,[AI TEMPO RUN] Retrieval of Song Lyrics,Competition Organized by AI CLUB (CS - UIT),No_Tags,completed,"6220676,698363,54836,6477158,5570066","Giba, MPWARE, syamoji141, furu-nag, kurokami"
"35245",house-pricing-ml-matfac-0,House Pricing,Predict the price of the house,No_Tags,completed,"5309,1684129,4712534,3533990,2779944","Abhishek Thakur, Nischay Dhankhar, Mr_KnowNothing, Shivam Gupta, Ayushman Buragohain"
"35166",ai2022-competition,AII2022: Conference Competition (www.aii2022.org),Challenge: Human Pose Estimation,No_Tags,completed,"5568744,1330987,4367853,4760409,4241674","Liao, yamash, ts, Koo, Gaurav Dutta"
"34954",ml2022spring-hw3b,ML2022Spring-HW3,"Homework3 of Machine Learning(EE5184) at National Taiwan University, taught by professor Hung Yi Lee",No_Tags,completed,"1094066,4470174,4760409,1822542,5569804","realsleim, OrKatz, kushal Agrawal, Gaurav Dutta, Oscar Aguilar"
"35270",cis-data-mining,CIS 321 - Data mining,A competition for CIS 321 students at JUST - 2nd Semester 2022,No_Tags,completed,"5581479,2593251,3215961,2803989,397595","YYama, Takayoshi Makabe, Take, kinpiragobooo, Makotu"
"35015",spain-electricity-shortfall-challenge-v20,Spain Electricity Shortfall Challenge - V2.0,Predict the expected electricity shortfall,No_Tags,completed,"1753973,2979319,762938,169364,2062758","Theo Viel, Reza, Jack (Japan), Youri Matiounine, mamas"
"35297",energy-anomaly-detection,Large-scale Energy Anomaly Detection (LEAD),Identify energy usage anomalies in hourly smart electricity meter readings,No_Tags,completed,"2062758,617508,3165553,8273630,801148","tarobxl, Theo Viel, Kheirallah Samaha, Ravi Ramakrishnan, Rini Christy"
"35598",principios-de-machine-learning-regresion-2210,Principios de machine learning: Regresión,Maestría Analítica PUJ- Analítica I-2210,No_Tags,completed,"2444976,8283773,7969937,8201460,4117927","Ruben Molina, Cesar Augusto Rodriguez Meza, Miguel Ángel Sánchez Rojas, Luisa Fernanda Castro, Camila Gomez"
"35306",machina-doctrinas,MACHINA DOCTRINAS,"Elan & ηvision , IIT Hyderabad ​proudly presents its Machine Learning and Data Analytics event ""Machina Doctrina’s""",No_Tags,completed,"1197187,18463,2034058,1649622,3811088","Mathurin Aché, Mobassir, ratan rohith, ktr, Alexis Gassmann"
"35511",ml-assignment-cl-ii-lab-task2-part2,ML_assignment_CL-II_Lab_task2_part2,Image classification assignment without pre-trained resnet,No_Tags,completed,"8706523,7872974,7061687,7908812,5159488","Hinz, Akira, arthurhchen, Hongyi Maggie Qi, Silver Wang"
"35638",smhrd4444,전자 상거래 물품 배송 예측(분류),열심히 분석하여 1등을 노려보자,No_Tags,completed,"7983937,6796041,6330629,6796046,6330628","kimran1, Hwan Seo, jjangchen, chaesoyoung, GiyeonKim"
"35628",fashion-and-beauty-reviews,Fashion and Beauty Reviews,Fashion and Beauty Review Rating - The 3rd Annual International Data Science & AI Competition 2022,No_Tags,completed,"1658108,3691583,1183664,3474172,1738095","Wei Hao Khoong, Hongnan G, Wonho Song, Limerobot, Ducky"
"35367",aia-cm111-ev111-dl-kaggle,AIA 森林種類預測,人工智慧學校 AI 基礎技術訓練班 DL 實戰演練,No_Tags,completed,"9983700,5945335,113718,2663106,3823514","Tim Riggins, Leonie, Abir ELTAIEF, christph, Nitish K"
"35366",heart-disease-air,Heart Disease AIR,Cumulative Project 21-22,No_Tags,completed,"7018927,2663106,8100039,8429404,4266177","Tim Riggins, Sergei Fedorchenko, Guillermo García Cobo, Daniel Gallo, Alejandro Bravo Serna"
"35467",procom22-data-science-competition,Procom'22 Data Science Competition,Feature based classification of bacteria shapes,No_Tags,completed,"1794509,522057,2223297,1117237,5472400","Nuno Ferreira, Harshit Sheoran, Zekun, xsong2020, Bcw93"
"35384",face-recognition-slack,Face Recognition (Slack),"11-785, Spring 2022, Homework 2 Part 2 (hw2p2-classification)",No_Tags,completed,"1776395,5460652,5364968,4760409,8569235","Gaurav Dutta, Alex Li, otisumi, YangtaoYin, Tanish Chhabra"
"35385",face-verification-slack,Face Verification (Slack),"11-785, Spring 2022, Homework 2 Part 2 (hw2p2-verification)",No_Tags,completed,"9455916,8578300,963437,4760409,1229584","Gaurav Dutta, Njoodleee.AI, toxido, Junming Gao, Sarthak J Shetty"
"35420",congressionaltweetcompetitionspring2022,Congressional Tweet Competition - Spring 2022,Do the tweets belong to Democrats or Republicans?,No_Tags,completed,"4165535,3528795,3514793,6831345,2029256","KS, Mohammed Rizin V K, Mingjie Wang, Pawan KS, TG"
"22873",sa-product-classification,Product Classification,Classify your product and win the competition,No_Tags,completed,"2779944,6486101,42245,4760409,2597628","Mr_KnowNothing, 过拟合, gezi, Thierry Neusius, Gaurav Dutta"
"22936",sfu-cmpt-image-classification-2020-fall,SFU CMPT Image Classification 2020 Fall,Image Classification Competition,No_Tags,completed,"2514988,2332181,2706866,3390641,5456972","Firat Gonen, Gunes Evitan, Divyansh Agrawal, Tarık Karakaş, Anil Ozturk"
"22962",happy-whale-and-dolphin,Happywhale - Whale and Dolphin Identification,Identify whales and dolphins by unique characteristics,"animals, image",completed,"448347,1178074,2545270,812001,9336102","Qishen Ha, nvnn, sheep, Ken_Ken_Pa, deepsnowcat"
"23291",mkn-ml-2020-competition-1-part-1,MKN ML 2020 competition 1 part 1,Восстановить регрессию,No_Tags,completed,"4664309,6028955,2904248,8827178,3768611","Dmitrii Mikhailovskii, Polina Klimenko, chern0g0r, Mikhail Ivanov, Vyacheslav Tamarin"
"23327",msmk-machine-learning,MSMK: IPQ Machine Learning,Competición,No_Tags,completed,"461631,1228467,1094066,2857300,1552664","OrKatz, yuval reina, Felix Yu, LizCohen, Dan Presil"
"23401",bas-479-fall-2020-predicting-uber-pickups,BAS 479 Fall 2020 - Predicting UBER pickups,What's the best model for predicting the number of UBER pickups?,No_Tags,completed,"7028452,5167328,4760409,9150719,8279515","NoahHicks1798, Gaurav Dutta, Denis Porfirev, Alexey Porfirev, Oleg Khudyakov"
"23324",retencin-en-telefona-celular,Retención en telefonía celular,Concurso - Curso Analítica I- Maestría Analítica PUJ,No_Tags,completed,"1457617,1572216,9361159,10134287,4760409","Diego Risco, Heitor Rapela Medeiros, Gaurav Dutta, MARIANA LUCIA RISCO COSAVALENTE, Jonatan Murcia"
"23486",made-hw-2,MADE HW-2,What genres has a movie with a provided dialogue?,No_Tags,completed,"4760409,954117,2755695,534152,4470174","realsleim, Selim Seferbekov, Ivan Panshin, 🐢 Jun Koda, Gaurav Dutta"
"23526","2020ml5re","2020.ML.중간고사.문제5.다시풀기",문제5,No_Tags,completed,"1723677,4967647,4434233,1424766,4760409","Chris Deotte, Dieter, Jeonginhee, minnnnji, Gaurav Dutta"
"23550",cse258-fa20-time-played-prediction,CSE258 FA20 Time Played Prediction,Predict how long a bought game on Steam will be played,No_Tags,completed,"1069377,3843588,1410012,520183,8899439","Yiemon773, (⊙﹏⊙), Ethan, Rib~, hyd"
"23556",stt3851-fall2020,STT3851-Fall2020,"Predict the price of a home in King county, Washington",No_Tags,completed,"4184342,1136500,8470882,933653,2382612","atom1231, Givan, fate, outrunner, DiamondH"
"23558","109-1-ntut-dl-app-hw2","109-1 NTUT DL APP HW2 Image Hashtag Recommendation",Recommend Hashtags based on the Content of Images,No_Tags,completed,"6796115,6967344,4760409,6966947,6995775","LU CHEN-WEI 109368530, 陳  柏洋, t109318090, Joseph.Tong, Gaurav Dutta"
"23622",introml-2020-property-prices,IntroML 2020. Property prices.,Введение в машинное обучение. Цены недвижимости.,No_Tags,completed,"7993866,8933652,8745774,9352124,8546783","Vazhid, Krupa Patil, Aishwarya Hegde, Vishwanath RK, Rachita H"
"23675",dsba-fml-foundations-of-machine-learning,DSBA-FML: Foundations of Machine Learning,Classify an email into eight classes based on the metadata extracted from the emails.,No_Tags,completed,"623370,1403936,1305588,3133516,1134767","Light, Takoi, charmq, pao, hakubishin3"
"23679",utkml-2016-president,UTKML - Predicting 2016 President by County,You are going to predict which party won the presidential election for each county based on county demographic information,No_Tags,completed,"2579182,1312213,3930531,2068077,18463","Mathurin Aché, Changyi, ld, Meng Liao, 小白Lan"
"23686",smu-data-mining,SMU Data Mining,Make prediction using regression techniques!,No_Tags,completed,"1080199,1279632,1410012,2126876,1441782","(⊙﹏⊙), taksai, tomo20180402, Tomomu Iwai, A.Sato"
"23721",deepcovid,Deep Covid-19,Développer un réseau de neurones profond pour classifier les radiographies,No_Tags,completed,"4760409,37166,471945,85156,1424766","Ahmet Erdem, Psi, Dieter, dott, Gaurav Dutta"
"24078",ttic-31020-hw4-mnist-dt-fall-2020,TTIC 31020 HW4 MNIST DT (Fall 2020),Classifying MNIST with Decision Trees,No_Tags,completed,"4450246,1739577,623370,1403936,1305588","Takoi, ishikei, pao, takuto kimura, hakubishin3"
"24161",cs5644,CS5644 Extra Credit,predict this dataset for extra credit,No_Tags,completed,"494641,1904629,8273630,4760409,260287","Patrick Yam, Mohsin hasan, narsil (jobs-in-data.com), Gaurav Dutta, Ravi Ramakrishnan"
"24233","11785-fall2020-hw2p2-makeup","11785_Fall2020_HW2p2_Makeup",Kaggle competition for  Introduction to Deep Learning assignment - HW2p2,No_Tags,completed,"178864,3538673,2514988,18463,8381693","Mathurin Aché, Yury Kashnitsky, Agastya Kumar, Anil Ozturk, Pranav Belhekar"
"24084",porto-seguro2,IIITB ML Project: PS Safe Driver Prediction,InClass competition for AI511 course 2020 at IIIT Bangalore,No_Tags,completed,"10292611,1552664,1094066,654629,461631","QuantScientist, OrKatz, yuval reina, Felix Yu, VassiliPh"
"24281",mf-geo-hw,MF-GEO-HW,homework for MSU course,No_Tags,completed,"3363651,1192776,18463,713873,291846","Mathurin Aché, YuryBolkonsky, AnhMeow, ln, Chenglu"
"24230",applai-training-b3,ApplAI Training B3,video games,No_Tags,completed,"684758,3110858,5724098,4288268,4801400","Tian, Mehran Kazeminia, Somayyeh Gholami, Max2020, Joseph Josia"
"24298",aml-ae,Assignment 9,Kaggle page for the ninth assignment,No_Tags,completed,"4470174,534152,5551015,2755695,471945","Ahmet Erdem, realsleim, Can Alici, Selim Seferbekov, Ivan Panshin"
"24397",coe202-final-project,[OBSOLETE] [CoE202]  Final Project,"[OBSOLETE] Go to this link, https://www.kaggle.com/c/coe202-2020-fall-final-project/",No_Tags,completed,"11047656,4279478,178864,9101740,3482131","Yury Kashnitsky, 301691-สุรยุทธ, Natapong Schwyter Nitarach, Capoo Cat, Moon Fox"
"24673",tabular-playground-series-jan-2021,Tabular Playground Series - Jan 2021,Practice your ML regression skills on this approachable dataset!,"tabular, regression",completed,"2985619,2058044,373959,3760474,761268","SeshuRajuP 🧘‍♂️, Gopi Durgaprasad, Rajendra Sarpal, Tensor Girl, Muskan Jain"
"24301",mock-competition-2-ai-funaab,Mock Competition 2 - AI+ FUNAAB,Insurance Prediction,No_Tags,completed,"4266177,9464013,7328839,2663106,5487737","Tim Riggins, [START], slime, Sergei Fedorchenko, DYS"
"24327",sputnik-sphere-2020-a,Предсказание положения космических объектов,"Предсказать положение спутников, используя данные симуляции",No_Tags,completed,"991320,1212661,551520,421965,4760409","cyberia, datasaurus, DrHB, Iafoss, Gaurav Dutta"
"24309",besthomeclass6,Best Home,Предсказание популярности объявлений о продаже домов,No_Tags,completed,"1738095,4664319,4664313,3474172,2366385","Wei Hao Khoong, pranshu, Hongnan G, Artyom Sokolov, AlexSmirnov1303"
"24334",malwarePrediction-sj,Malware Prediction,ML 2020 Assignment 2,No_Tags,completed,"6268159,4760409,3823514,3012786,3612669","0|1, Omar Gamal, Marília Prata, Leonie, Gaurav Dutta"
"24323",predict-marks-this-is-a-test-competition,Predict marks (this is a test competition),test v1.1,No_Tags,completed,"623370,1013879,1117237,690886,3845682","Takoi, Ryota, nlgn, xsong2020, 嘴爷"
"24494",ttic-31020-hw5-train-networks-fall-2020,TTIC-31020: Train Networks,In this competition you would be training a Fully Connected Network on FMNIST data,No_Tags,completed,"6423778,5178391,4760409,5601216,5990062","sai kumar, Gaurav Dutta, Abhranta Panigrahi, Alyal Samal, Paras Gopani"
"24373",hrpred,Prediction of High Risk Patients,Classification of high and low risk cancer patients,No_Tags,completed,"1424766,2675447,37166,471945,85156","Ahmet Erdem, Psi, Dieter, Pascal Pfeiffer, dott"
"24726",previsions-de-consommation-electrique,Prévisions de consommation électrique,Modèles Additifs Semi-Paramétrique,No_Tags,completed,"1264580,1571785,4712534,1538601,111640","Nischay Dhankhar, Μαριος Μιχαηλιδης KazAnova, MaChaogong, khyeh, Shivam Bansal"
"24732",intrusion-classification,Intrusion Classification,Intrusion Classification System,No_Tags,completed,"10128959,5879627,5552698,11506355,3582125","Qiuli, 啥都不会鸭, Yi Zhu, LSY5, buer lv"
"24761",deforestation,Deforestation,Can you find deforestation on satellite imagery?,No_Tags,completed,"54836,2596066,1120704,448347,1330987","Giba, Qishen Ha, Bo, Liao, Ioannis M"
"25288",sirius-january2021-recsys,RecSys contest Sirius January 2021,Simple Netflix Prize like contest,No_Tags,completed,"1330628,1314380,4804850,4371590,9285556","Chris X, sergey_khargelia, Remek Kinas, Paul Mooney, Padmavathi D"
"25341",wsrj-ykt2021-test,Классификация клиентов,Демонстрационная задача к отборочному туру 20 января 2021,No_Tags,completed,"5728316,3858775,841938,623370,1057275","Takoi, Inoichan, takuoko, colum2131, MST"
"24754",nouvelle-comptition-ensai-151220,Nouvelle compétition ENSAI - 15.12.20,Prévision consommation,No_Tags,completed,"443651,4760409,8913839,4718445,75976","CPMP, Ramón Sieira Martínez, Gilles Vandewiele, Demko1, Gaurav Dutta"
